     peaks (eV)      intensity
        8.68709      0.0173556
        8.70209       0.017807
        8.71709      0.0182801
        8.73209      0.0187715
        8.74709      0.0192768
        8.76209      0.0197914
        8.77709      0.0203103
        8.79209      0.0208287
        8.80709      0.0213422
        8.82209      0.0218476
        8.83709      0.0223431
        8.85209      0.0228286
        8.86709      0.0233061
        8.88209      0.0237796
        8.89709       0.024255
        8.91209      0.0247397
        8.92709      0.0252422
        8.94209      0.0257717
        8.95709      0.0263375
        8.97209      0.0269491
        8.98709      0.0276154
        9.00209      0.0283449
        9.01709      0.0291457
        9.03209      0.0300251
        9.04709        0.03099
        9.06209      0.0320466
        9.07709      0.0332005
        9.09209      0.0344569
        9.10709      0.0358198
        9.12209      0.0372924
        9.13709      0.0388766
        9.15209      0.0405726
        9.16709      0.0423782
        9.18209      0.0442888
        9.19709       0.046296
        9.21209      0.0483878
        9.22709      0.0505473
        9.24209      0.0527529
        9.25709      0.0549778
        9.27209      0.0571908
        9.28709      0.0593569
        9.30209      0.0614395
        9.31709      0.0634021
        9.33209      0.0652119
        9.34709      0.0668422
        9.36209      0.0682758
        9.37709      0.0695066
        9.39209       0.070541
        9.40709      0.0713977
        9.42209      0.0721053
        9.43709      0.0727005
        9.45209      0.0732241
        9.46709      0.0737176
        9.48209      0.0742198
        9.49709      0.0747635
        9.51209       0.075374
        9.52709      0.0760664
        9.54209      0.0768451
        9.55709      0.0777032
        9.57209      0.0786222
        9.58709      0.0795733
        9.60209      0.0805181
        9.61709      0.0814112
        9.63209       0.082203
        9.64709      0.0828439
        9.66209      0.0832879
        9.67709      0.0834976
        9.69209      0.0834474
        9.70709      0.0831267
        9.72209      0.0825403
        9.73709      0.0817086
        9.75209      0.0806643
        9.76709      0.0794498
        9.78209      0.0781124
        9.79709      0.0767001
        9.81209      0.0752584
        9.82709      0.0738263
        9.84209      0.0724352
        9.85709      0.0711067
        9.87209      0.0698525
        9.88709      0.0686745
        9.90209      0.0675656
        9.91709      0.0665106
        9.93209      0.0654882
        9.94709      0.0644729
        9.96209      0.0634378
        9.97709      0.0623571
        9.99209      0.0612084
        10.0071      0.0599756
        10.0221      0.0586497
        10.0371        0.05723
        10.0521      0.0557239
        10.0671      0.0541453
        10.0821      0.0525133
        10.0971      0.0508502
        10.1121      0.0491794
        10.1271      0.0475236
        10.1421      0.0459039
        10.1571      0.0443384
        10.1721      0.0428422
        10.1871      0.0414273
        10.2021      0.0401025
        10.2171      0.0388742
        10.2321      0.0377463
        10.2471      0.0367209
        10.2621      0.0357987
        10.2771      0.0349793
        10.2921      0.0342614
        10.3071      0.0336431
        10.3221       0.033122
        10.3371      0.0326951
        10.3521      0.0323591
        10.3671      0.0321101
        10.3821      0.0319436
        10.3971      0.0318542
        10.4121      0.0318355
        10.4271      0.0318801
        10.4421      0.0319787
        10.4571      0.0321207
        10.4721      0.0322937
        10.4871       0.032484
        10.5021      0.0326762
        10.5171      0.0328544
        10.5321      0.0330028
        10.5471      0.0331066
        10.5621      0.0331529
        10.5771      0.0331324
        10.5921      0.0330395
        10.6071      0.0328734
        10.6221      0.0326376
        10.6371      0.0323402
        10.6521      0.0319924
        10.6671      0.0316078
        10.6821      0.0312014
        10.6971      0.0307882
        10.7121      0.0303828
        10.7271      0.0299984
        10.7421      0.0296467
        10.7571      0.0293378
        10.7721      0.0290796
        10.7871       0.028879
        10.8021       0.028741
        10.8171      0.0286697
        10.8321       0.028668
        10.8471      0.0287379
        10.8621      0.0288807
        10.8771      0.0290968
        10.8921      0.0293862
        10.9071      0.0297476
        10.9221      0.0301792
        10.9371      0.0306778
        10.9521       0.031239
        10.9671      0.0318568
        10.9821      0.0325235
        10.9971      0.0332294
        11.0121      0.0339631
        11.0271      0.0347114
        11.0421      0.0354599
        11.0571      0.0361935
        11.0721      0.0368977
        11.0871      0.0375591
        11.1021      0.0381676
        11.1171      0.0387165
        11.1321      0.0392042
        11.1471      0.0396342
        11.1621      0.0400151
        11.1771        0.04036
        11.1921      0.0406857
        11.2071      0.0410112
        11.2221      0.0413566
        11.2371       0.041742
        11.2521      0.0421863
        11.2671      0.0427067
        11.2821      0.0433179
        11.2971      0.0440321
        11.3121      0.0448585
        11.3271      0.0458029
        11.3421      0.0468679
        11.3571      0.0480523
        11.3721      0.0493506
        11.3871      0.0507525
        11.4021      0.0522428
        11.4171      0.0538001
        11.4321      0.0553975
        11.4471      0.0570016
        11.4621       0.058574
        11.4771      0.0600715
        11.4921      0.0614488
        11.5071      0.0626606
        11.5221      0.0636652
        11.5371      0.0644278
        11.5521      0.0649238
        11.5671      0.0651414
        11.5821      0.0650827
        11.5971       0.064764
        11.6121      0.0642137
        11.6271      0.0634702
        11.6421      0.0625781
        11.6571      0.0615849
        11.6721      0.0605378
        11.6871      0.0594811
        11.7021      0.0584541
        11.7171      0.0574903
        11.7321      0.0566164
        11.7471      0.0558526
        11.7621      0.0552126
        11.7771      0.0547038
        11.7921      0.0543277
        11.8071      0.0540802
        11.8221      0.0539516
        11.8371      0.0539273
        11.8521      0.0539876
        11.8671      0.0541087
        11.8821      0.0542629
        11.8971      0.0544201
        11.9121      0.0545493
        11.9271      0.0546204
        11.9421      0.0546065
        11.9571       0.054486
        11.9721      0.0542445
        11.9871      0.0538762
        12.0021      0.0533841
        12.0171      0.0527795
        12.0321      0.0520812
        12.0471      0.0513131
        12.0621      0.0505024
        12.0771      0.0496776
        12.0921      0.0488665
        12.1071      0.0480951
        12.1221      0.0473866
        12.1371      0.0467609
        12.1521      0.0462348
        12.1671      0.0458219
        12.1821      0.0455329
        12.1971      0.0453763
        12.2121      0.0453582
        12.2271      0.0454829
        12.2421      0.0457529
        12.2571      0.0461693
        12.2721      0.0467312
        12.2871      0.0474358
        12.3021      0.0482783
        12.3171      0.0492507
        12.3321      0.0503423
        12.3471      0.0515382
        12.3621      0.0528192
        12.3771      0.0541617
        12.3921      0.0555369
        12.4071      0.0569118
        12.4221      0.0582498
        12.4371      0.0595122
        12.4521      0.0606604
        12.4671      0.0616588
        12.4821      0.0624776
        12.4971      0.0630955
        12.5121      0.0635022
        12.5271      0.0636994
        12.5421      0.0637006
        12.5571        0.06353
        12.5721      0.0632202
        12.5871      0.0628088
        12.6021      0.0623353
        12.6171      0.0618381
        12.6321      0.0613519
        12.6471      0.0609055
        12.6621      0.0605203
        12.6771      0.0602095
        12.6921      0.0599778
        12.7071      0.0598209
        12.7221      0.0597263
        12.7371      0.0596733
        12.7521      0.0596345
        12.7671      0.0595775
        12.7821      0.0594662
        12.7971      0.0592644
        12.8121      0.0589377
        12.8271      0.0584574
        12.8421      0.0578024
        12.8571      0.0569617
        12.8721       0.055935
        12.8871      0.0547328
        12.9021      0.0533746
        12.9171      0.0518872
        12.9321       0.050302
        12.9471      0.0486522
        12.9621      0.0469706
        12.9771      0.0452877
        12.9921      0.0436305
        13.0071      0.0420217
        13.0221      0.0404797
        13.0371      0.0390187
        13.0521      0.0376489
        13.0671      0.0363772
        13.0821      0.0352077
        13.0971      0.0341421
        13.1121      0.0331802
        13.1271      0.0323199
        13.1421       0.031558
        13.1571      0.0308897
        13.1721      0.0303093
        13.1871      0.0298095
        13.2021      0.0293819
        13.2171      0.0290166
        13.2321      0.0287024
        13.2471      0.0284268
        13.2621      0.0281761
        13.2771      0.0279359
        13.2921      0.0276916
        13.3071      0.0274292
        13.3221       0.027136
        13.3371      0.0268016
        13.3521      0.0264187
        13.3671      0.0259837
        13.3821      0.0254964
        13.3971      0.0249605
        13.4121      0.0243825
        13.4271      0.0237715
        13.4421      0.0231377
        13.4571       0.022492
        13.4721      0.0218451
        13.4871      0.0212066
        13.5021      0.0205852
        13.5171      0.0199883
        13.5321      0.0194215
        13.5471      0.0188894
        13.5621      0.0183952
        13.5771      0.0179412
        13.5921      0.0175285
        13.6071      0.0171578
        13.6221      0.0168288
        13.6371      0.0165409
        13.6521      0.0162928
        13.6671      0.0160828
        13.6821      0.0159088
        13.6971      0.0157677
        13.7121      0.0156562
        13.7271      0.0155702
        13.7421      0.0155047
        13.7571      0.0154542
        13.7721      0.0154124
        13.7871      0.0153724
        13.8021      0.0153272
        13.8171      0.0152697
        13.8321      0.0151935
        13.8471      0.0150931
        13.8621      0.0149643
        13.8771      0.0148049
        13.8921      0.0146143
        13.9071      0.0143941
        13.9221      0.0141476
        13.9371      0.0138795
        13.9521      0.0135952
        13.9671      0.0133008
        13.9821      0.0130024
        13.9971      0.0127056
        14.0121      0.0124156
        14.0271       0.012137
        14.0421      0.0118732
        14.0571      0.0116275
        14.0721      0.0114019
        14.0871      0.0111982
        14.1021      0.0110174
        14.1171      0.0108603
        14.1321      0.0107272
        14.1471      0.0106179
        14.1621      0.0105321
        14.1771       0.010469
        14.1921      0.0104278
        14.2071      0.0104067
        14.2221      0.0104041
        14.2371      0.0104176
        14.2521      0.0104442
        14.2671      0.0104805
        14.2821      0.0105223
        14.2971      0.0105653
        14.3121      0.0106044
        14.3271      0.0106346
        14.3421      0.0106509
        14.3571      0.0106488
        14.3721      0.0106246
        14.3871      0.0105758
        14.4021      0.0105012
        14.4171      0.0104012
        14.4321      0.0102774
        14.4471      0.0101329
        14.4621     0.00997156
        14.4771     0.00979804
        14.4921      0.0096171
        14.5071     0.00943346
        14.5221     0.00925156
        14.5371     0.00907533
        14.5521     0.00890812
        14.5671      0.0087527
        14.5821     0.00861122
        14.5971     0.00848528
        14.6121     0.00837595
        14.6271     0.00828386
        14.6421     0.00820918
        14.6571     0.00815169
        14.6721     0.00811076
        14.6871     0.00808532
        14.7021      0.0080739
        14.7171     0.00807455
        14.7321     0.00808482
        14.7471     0.00810179
        14.7621     0.00812206
        14.7771     0.00814185
        14.7921     0.00815709
        14.8071     0.00816367
        14.8221     0.00815763
        14.8371     0.00813546
        14.8521     0.00809438
        14.8671      0.0080326
        14.8821     0.00794942
        14.8971     0.00784536
        14.9121     0.00772198
        14.9271     0.00758181
        14.9421       0.007428
        14.9571     0.00726413
        14.9721     0.00709384
        14.9871     0.00692069
        15.0021      0.0067479
        15.0171     0.00657832
        15.0321     0.00641431
        15.0471     0.00625778
        15.0621      0.0061102
        15.0771     0.00597263
        15.0921     0.00584579
        15.1071     0.00573012
        15.1221     0.00562579
        15.1371     0.00553277
        15.1521     0.00545085
        15.1671     0.00537966
        15.1821     0.00531866
        15.1971     0.00526713
        15.2121      0.0052242
        15.2271      0.0051888
        15.2421     0.00515968
        15.2571     0.00513538
        15.2721     0.00511427
        15.2871     0.00509457
        15.3021     0.00507441
        15.3171     0.00505192
        15.3321     0.00502532
        15.3471     0.00499308
        15.3621     0.00495399
        15.3771      0.0049073
        15.3921     0.00485274
        15.4071     0.00479057
        15.4221     0.00472149
        15.4371     0.00464661
        15.4521      0.0045673
        15.4671     0.00448506
        15.4821     0.00440147
        15.4971       0.004318
        15.5121     0.00423602
        15.5271     0.00415672
        15.5421     0.00408109
        15.5571     0.00400994
        15.5721      0.0039439
        15.5871     0.00388345
        15.6021     0.00382892
        15.6171     0.00378057
        15.6321     0.00373855
        15.6471     0.00370295
        15.6621     0.00367381
        15.6771     0.00365111
        15.6921     0.00363483
        15.7071     0.00362486
        15.7221     0.00362107
        15.7371     0.00362328
        15.7521     0.00363122
        15.7671     0.00364453
        15.7821     0.00366274
        15.7971     0.00368524
        15.8121     0.00371126
        15.8271     0.00373984
        15.8421     0.00376986
        15.8571         0.0038
        15.8721     0.00382881
        15.8871     0.00385474
        15.9021     0.00387622
        15.9171      0.0038918
        15.9321     0.00390022
        15.9471     0.00390051
        15.9621     0.00389217
        15.9771      0.0038751
        15.9921     0.00384972
        16.0071     0.00381688
        16.0221     0.00377776
        16.0371     0.00373382
        16.0521     0.00368664
        16.0671     0.00363782
        16.0821      0.0035889
        16.0971     0.00354128
        16.1121     0.00349619
        16.1271     0.00345466
        16.1421     0.00341751
        16.1571     0.00338537
        16.1721     0.00335869
        16.1871     0.00333776
        16.2021      0.0033227
        16.2171     0.00331346
        16.2321     0.00330988
        16.2471     0.00331159
        16.2621     0.00331809
        16.2771     0.00332868
        16.2921     0.00334249
        16.3071     0.00335845
        16.3221     0.00337529
        16.3371     0.00339161
        16.3521      0.0034059
        16.3671      0.0034166
        16.3821     0.00342223
        16.3971     0.00342144
        16.4121     0.00341319
        16.4271     0.00339678
        16.4421     0.00337196
        16.4571     0.00333892
        16.4721     0.00329827
        16.4871     0.00325097
        16.5021     0.00319826
        16.5171     0.00314153
        16.5321     0.00308221
        16.5471     0.00302169
        16.5621     0.00296125
        16.5771     0.00290201
        16.5921     0.00284492
        16.6071     0.00279075
        16.6221     0.00274011
        16.6371     0.00269344
        16.6521     0.00265106
        16.6671     0.00261316
        16.6821     0.00257986
        16.6971     0.00255119
        16.7121     0.00252709
        16.7271     0.00250746
        16.7421     0.00249212
        16.7571     0.00248083
        16.7721     0.00247327
        16.7871     0.00246905
        16.8021     0.00246766
        16.8171     0.00246854
        16.8321     0.00247099
        16.8471     0.00247424
        16.8621     0.00247744
        16.8771      0.0024797
        16.8921     0.00248013
        16.9071     0.00247789
        16.9221     0.00247227
        16.9371     0.00246272
        16.9521     0.00244892
        16.9671     0.00243081
        16.9821     0.00240858
        16.9971     0.00238264
        17.0121     0.00235361
        17.0271     0.00232221
        17.0421     0.00228925
        17.0571     0.00225556
        17.0721     0.00222191
        17.0871     0.00218901
        17.1021     0.00215748
        17.1171     0.00212785
        17.1321     0.00210052
        17.1471     0.00207584
        17.1621     0.00205404
        17.1771      0.0020353
        17.1921     0.00201971
        17.2071     0.00200732
        17.2221     0.00199812
        17.2371     0.00199206
        17.2521     0.00198902
        17.2671     0.00198882
        17.2821     0.00199123
        17.2971     0.00199593
        17.3121     0.00200253
        17.3271     0.00201054
        17.3421     0.00201939
        17.3571     0.00202842
        17.3721     0.00203689
        17.3871     0.00204405
        17.4021     0.00204911
        17.4171     0.00205136
        17.4321     0.00205016
        17.4471     0.00204505
        17.4621     0.00203576
        17.4771     0.00202223
        17.4921     0.00200463
        17.5071     0.00198335
        17.5221     0.00195892
        17.5371       0.001932
        17.5521     0.00190331
        17.5671     0.00187359
        17.5821     0.00184351
        17.5971     0.00181371
        17.6121     0.00178473
        17.6271     0.00175704
        17.6421     0.00173102
        17.6571     0.00170694
        17.6721     0.00168504
        17.6871     0.00166548
        17.7021     0.00164836
        17.7171     0.00163378
        17.7321     0.00162178
        17.7471     0.00161237
        17.7621     0.00160558
        17.7771     0.00160137
        17.7921     0.00159973
        17.8071     0.00160061
        17.8221     0.00160392
        17.8371     0.00160958
        17.8521     0.00161743
        17.8671      0.0016273
        17.8821     0.00163893
        17.8971     0.00165201
        17.9121     0.00166616
        17.9271     0.00168091
        17.9421     0.00169572
        17.9571     0.00170998
        17.9721     0.00172304
        17.9871     0.00173423
        18.0021     0.00174291
        18.0171     0.00174852
        18.0321     0.00175063
        18.0471     0.00174898
        18.0621     0.00174348
        18.0771     0.00173428
        18.0921     0.00172169
        18.1071     0.00170618
        18.1221     0.00168836
        18.1371     0.00166889
        18.1521     0.00164845
        18.1671     0.00162768
        18.1821     0.00160719
        18.1971     0.00158751
        18.2121     0.00156907
        18.2271     0.00155223
        18.2421     0.00153724
        18.2571     0.00152429
        18.2721     0.00151348
        18.2871     0.00150483
        18.3021      0.0014983
        18.3171     0.00149377
        18.3321     0.00149106
        18.3471     0.00148992
        18.3621        0.00149
        18.3771     0.00149092
        18.3921     0.00149222
        18.4071      0.0014934
        18.4221     0.00149392
        18.4371     0.00149324
        18.4521     0.00149087
        18.4671     0.00148639
        18.4821     0.00147946
        18.4971     0.00146991
        18.5121     0.00145769
        18.5271     0.00144292
        18.5421     0.00142586
        18.5571     0.00140684
        18.5721      0.0013863
        18.5871     0.00136471
        18.6021     0.00134253
        18.6171     0.00132021
        18.6321     0.00129813
        18.6471     0.00127665
        18.6621     0.00125606
        18.6771     0.00123657
        18.6921     0.00121836
        18.7071     0.00120157
        18.7221     0.00118628
        18.7371     0.00117256
        18.7521     0.00116044
        18.7671     0.00114993
        18.7821     0.00114106
        18.7971      0.0011338
        18.8121     0.00112815
        18.8271     0.00112408
        18.8421     0.00112158
        18.8571     0.00112059
        18.8721     0.00112108
        18.8871     0.00112298
        18.9021     0.00112621
        18.9171     0.00113066
        18.9321      0.0011362
        18.9471     0.00114267
        18.9621     0.00114985
        18.9771     0.00115752
        18.9921     0.00116539
        19.0071     0.00117316
        19.0221     0.00118052
        19.0371     0.00118714
        19.0521     0.00119273
        19.0671     0.00119706
        19.0821     0.00119994
        19.0971     0.00120131
        19.1121     0.00120117
        19.1271     0.00119967
        19.1421       0.001197
        19.1571     0.00119346
        19.1721     0.00118938
        19.1871     0.00118513
        19.2021     0.00118106
        19.2171     0.00117752
        19.2321      0.0011748
        19.2471     0.00117317
        19.2621     0.00117285
        19.2771     0.00117397
        19.2921     0.00117663
        19.3071     0.00118087
        19.3221     0.00118664
        19.3371     0.00119384
        19.3521     0.00120231
        19.3671     0.00121178
        19.3821     0.00122193
        19.3971     0.00123235
        19.4121     0.00124255
        19.4271       0.001252
        19.4421     0.00126012
        19.4571     0.00126632
        19.4721     0.00127007
        19.4871     0.00127088
        19.5021      0.0012684
        19.5171     0.00126243
        19.5321     0.00125293
        19.5471     0.00124003
        19.5621     0.00122402
        19.5771     0.00120531
        19.5921      0.0011844
        19.6071     0.00116183
        19.6221     0.00113815
        19.6371     0.00111386
        19.6521     0.00108944
        19.6671     0.00106529
        19.6821     0.00104173
        19.6971     0.00101902
        19.7121    0.000997369
        19.7271    0.000976905
        19.7421     0.00095772
        19.7571    0.000939863
        19.7721    0.000923351
        19.7871    0.000908172
        19.8021    0.000894293
        19.8171    0.000881662
        19.8321     0.00087021
        19.8471    0.000859852
        19.8621    0.000850488
        19.8771    0.000842004
        19.8921     0.00083427
        19.9071    0.000827144
        19.9221    0.000820471
        19.9371     0.00081409
        19.9521    0.000807837
        19.9671    0.000801555
        19.9821    0.000795102
        19.9971    0.000788357
        20.0121    0.000781233
        20.0271     0.00077368
        20.0421    0.000765687
        20.0571    0.000757279
        20.0721    0.000748516
        20.0871    0.000739479
        20.1021    0.000730268
        20.1171    0.000720986
        20.1321    0.000711737
        20.1471    0.000702616
        20.1621    0.000693707
        20.1771     0.00068508
        20.1921    0.000676791
        20.2071    0.000668883
        20.2221    0.000661387
        20.2371    0.000654322
        20.2521    0.000647703
        20.2671    0.000641533
        20.2821    0.000635816
        20.2971    0.000630548
        20.3121    0.000625725
        20.3271    0.000621341
        20.3421    0.000617388
        20.3571    0.000613858
        20.3721    0.000610743
        20.3871    0.000608034
        20.4021     0.00060572
        20.4171    0.000603789
        20.4321    0.000602226
        20.4471    0.000601012
        20.4621    0.000600125
        20.4771    0.000599533
        20.4921    0.000599201
        20.5071    0.000599081
        20.5221    0.000599117
        20.5371    0.000599244
        20.5521    0.000599385
        20.5671    0.000599456
        20.5821    0.000599369
        20.5971    0.000599035
        20.6121    0.000598373
        20.6271     0.00059731
        20.6421    0.000595797
        20.6571    0.000593804
        20.6721    0.000591329
        20.6871    0.000588396
        20.7021    0.000585054
        20.7171    0.000581369
        20.7321    0.000577421
        20.7471    0.000573298
        20.7621    0.000569088
        20.7771    0.000564875
        20.7921    0.000560733
        20.8071     0.00055673
        20.8221    0.000552921
        20.8371    0.000549351
        20.8521    0.000546055
        20.8671    0.000543061
        20.8821    0.000540385
        20.8971    0.000538041
        20.9121    0.000536034
        20.9271    0.000534365
        20.9421    0.000533027
        20.9571    0.000532009
        20.9721    0.000531296
        20.9871    0.000530861
        21.0021    0.000530673
        21.0171    0.000530692
        21.0321    0.000530866
        21.0471    0.000531136
        21.0621    0.000531433
        21.0771     0.00053168
        21.0921    0.000531795
        21.1071    0.000531696
        21.1221    0.000531306
        21.1371    0.000530555
        21.1521    0.000529394
        21.1671    0.000527791
        21.1821     0.00052574
        21.1971    0.000523258
        21.2121    0.000520384
        21.2271    0.000517177
        21.2421    0.000513707
        21.2571    0.000510053
        21.2721    0.000506294
        21.2871    0.000502505
        21.3021    0.000498757
        21.3171     0.00049511
        21.3321    0.000491615
        21.3471    0.000488314
        21.3621    0.000485237
        21.3771    0.000482409
        21.3921    0.000479847
        21.4071    0.000477558
        21.4221    0.000475549
        21.4371    0.000473816
        21.4521    0.000472353
        21.4671    0.000471149
        21.4821    0.000470185
        21.4971    0.000469438
        21.5121    0.000468877
        21.5271    0.000468465
        21.5421    0.000468157
        21.5571      0.0004679
        21.5721    0.000467637
        21.5871    0.000467305
        21.6021     0.00046684
        21.6171     0.00046618
        21.6321    0.000465271
        21.6471    0.000464069
        21.6621    0.000462544
